Comments,,,,,,,,
"Hi Crime Tak Team,

Hope you guys are safe & healthy.

First of all many many congratulations on this award.

Few thing which I want to highlight. 

1. Gilani new every thing about the attack, those terrorist even gave a call on gilani's phone number, then also court wants a direct evidience for gilani involvement. This is rediclous, burying him from charges was a bigmistake.

2. Shaukat and his wife is also involved as they also new every thing, but didn't discloswd to police  rathet was waiting infront of TV to hear the news about the attack, then also they were given a clean chit from the charges.

I am not saying every one should be hanged till death. But there should be an amendement in law, that if peoples found in any kind if involvement with any terreriost in their planned act and hiding it from India gov. & special cell, should be charged and punished. Giving them clean chit is not at all justice for the poeple how live for the country and are ready to give their life for country.

Some where it look like, the gov. of that time delayed this decission on Afzal Guru and also helped the others (shaukat, Gilani) to be free for there political reasons.

Request stay united plzz 🙏 

JAI HIND 🇮🇳",1,,,,,,,
Congratulations Shams sir,1,,,,,,,
"Love ur voice quality sir....... Wanna meet u personally sir. It has bcm my one of my dreams to meet a legend like u. Kindly help me to get it fulfill before I die. 
Regards",1,,,,,,,
किसिने notice किया कि नहीं पर जब भी Shams sir mic अपने सीने की तरफ़ ले जाते हैं तो उनकी धड़कन सुनाई देती है! 4:34 mein sunai degi thodi🙂,0,,,,,,,
Congrats 💐,0,,,,,,,
Mr shams Kya AAP mante he ki Islam hi sare fasaad ki jad he,1,,,,,,,
Bekar constitution.... jo terrorist hai wow kaise court petition kar sakta hai... aur yeh professor kaise free ho gaya... sab politics hai..,1,,,,,,,
Sir you no have full knowadge  about that incident on 13th decmber,1,,,,,,,
Pakistan me jo he usko rakho side me lekin muje ye samaj me nahi aa raha he ki asa atankvadi hamla karne karvana or uski jankari hona un sab ko chhod diya jata he or ku6 logo ko 10 sal bad chhod diya jata he kitni durbhagya ki bat he hamara kanun or nyayalay pe muje sharm ati he,0,,,,,,,
Saare haadse bjp Sarkar me hee kyu hote hain?,1,,,,,,,
"Sir  Ap. Sahi. Baat. Karte ho. Ham sab ek family. He. 
esiliye Ap. Khul ke Baat karte ho",1,,,,,,,
India  ko  bi  krna  chaye  aisa  Pakistan  mei.  Why  India  not  do  like  that  in  Pakistan.  If  india  also  done  in  Pakistan.  Then  Pakistan  never  do  like  that  mistake  in  futhure,0,,,,,,,
Kashmiri pandit ko bhagya gya kashmir se us par video banao,1,,,,,,,
Sir kashmiri pandito per bhi video bana lo,0,,,,,,,
Jaipur attack pr bhi vedio bnao plz,1,,,,,,,
Weldom sir award ke liy,1,,,,,,,
I am beg fan sams sir ji,0,,,,,,,
Sams ji..apki jaat vai o ki karname.....shame on them..shame on afjal..,0,,,,,,,
Thek shar ky bachy thy kashmiri akher kitna zulm bardas karn lazmi bat ha ky  zulm ky khalaf woo apni Jan or mal sab qorban karan gy Allah pak in kashmiryn ki madad farmay Ameen share ky bachy zindabad kashmiri zindabad,1,,,,,,,
Terrorist ke pass ekk minute me 60 goli dalne wali gun par hamare security guard ke pass ek latti ya 1940 ka Lee–Enfield rifle who eka minute main 1 goli dal sakthi. Indian police tho batak jaisa marr rahen thee.. Ekh lady constable bhi margayi.. Sharma nakh haste hai humare security system kah..,0,,,,,,,
"SAMS JEE JAB AA CAMRA FACE KARTE HAI TO CAMARAMAN KI BOLIYE KI CAMRA KA ANGLE AISA RAKHE KI AAP KE SHOES NA DIKHE ,KYUNKI AAP JAB CROSS LEG  KARKE BAITHTE HAI TO YE FRAME ACHA NAHI LAGTA HAI",1,,,,,,,
Parbhu Un tak v pahuch jayege bas aap log jaise budhijeevi jis aatkbadi ka dharm bata dege,1,,,,,,,
"SaMS Sir Ab aap Aaah Tak m Duty nhin karte kya ???
Plz Rply me...",1,,,,,,,
Speical Ops series isi pr base hai,0,,,,,,,
Desh ki lachar suraksha vyawastha ka isse accha example Kuch nahi ho sakta hai.,0,,,,,,,
Congratulations sir award k liye,0,,,,,,,
Shayad vo china made the isliye nahi blast huve time par,0,,,,,,,
Aatanwad ki main jad quran aur hadis h jisne logo ye sab krne ke liye provok krta h,0,,,,,,,
Jaise afzal masood ka coordinator tha wase hi masood bhi quran aur hadis ka coordinator h to yaha har koi ek hi h,1,,,,,,,
Kal hafiz azhar masood tak pahuch jayege par uska kya jisne hafiz azhar aur masood jaise logo ka main master quran aur hadis h jisne hafiz masood azhar ko ye sab krne ke liye as coordinator rkha h,0,,,,,,,
Allha unke sath nhi thaa ✌️,1,,,,,,,
Kaash koi neta mar jaata 😜😜,0,,,,,,,
Congrats for Award for Sahami-Galiya. U and Your team.,0,,,,,,,
"Ye story us gaddar umar khalid ko dikhao, jo isse judiciary killing manta hai, or vaise indian Constitution me trust karta hai, 
Or kuch desh ke gaddar jaise kanhiya,  or kuch cheap youtubers inhe  student batate hai.",1,,,,,,,
Thanks For this story,0,,,,,,,
Sir akshar dham mandir ke attack ke baare m btao,0,,,,,,,
sir can u please tell me .  terrorist k sath  phone call tah . but  ik ko .  bari kar diya . court ne .  m confused. please  bnao . jo buri ho gye .,0,,,,,,,
"Sir your very good speech. I glad to you.  but my one question to you. Aap more time beech beech me koi BAAT repeet pe  repeet karte h thoda is par dhyan de.
I sorry sir
Mere question Ka answer Ka jabaab jaroor dena thanks sir
Once again I sorry
You are very talented man",0,,,,,,,
"kahani me na jane kyu adhoorapan dikh raha he apki, jante bahut kuchh he pr batana nai chahte",0,,,,,,,
Three had to  get death penalty,1,,,,,,,
Congrats for the award. Keep it up.,1,,,,,,,
Aapki heart beat sunai de rahi h😀,1,,,,,,,
Bewkoof the wo terrorists jab pta nahi kaha ghusna hai toh phir Maro madarchodon,1,,,,,,,
Hii sir,1,,,,,,,
congratulations for award,0,,,,,,,
Please sir kandhar plane hijack ki story btao na,0,,,,,,,
Plz kaandhar haizeck  ki story sunaiye jarur,0,,,,,,,
Sir Ek websereise special ops dekha Jisme 6 terrist Bataya gya h,1,,,,,,,
I salute you khan saab,0,,,,,,,
aword ke liye bhot bhot mobark baat,1,,,,,,,
"Humara intelligence ko Ghanta kuch bhi pata nahi hota. Janey  kis kaam ka pagar letey hai, mausum vaigynikon ki tara...",0,,,,,,,
"Guard jo ambassador k pichhe bhaga, usne bhut imp role play kra kyuki agr aisa n hota to gaadi dis balance na hoti aur remote se bomb explode kr jata... Uske bad ka to sb smjhdar hi hain. 

Us guard ko award krna chahie. Pta nhi kra gya ya nhi...",1,,,,,,,
Sir aapki voice lajabav h,1,,,,,,,
Nice speech sir 👍 good,0,,,,,,,
Davedar ka kya hua,0,,,,,,,
"Sir please reveal the truth behind Gopinathji Munde's accident or murder mystery.
And though he was union minister in central BJP govt.,BJP govt has not given this case to CBI for enquiry,Why?",1,,,,,,,
Koi v musalman cement nahi karega,0,,,,,,,
Bhagwaan ki marzi ke aage kuch nahi hota,1,,,,,,,
Congratulations sir ❤❤👌,0,,,,,,,
Congratulations for that award,1,,,,,,,
Shams sir mai aapka bahut bada fann hun Nepal se,1,,,,,,,
Sir anand phanad meaning kya hai??,1,,,,,,,
"Gadi ka accident hona , ye bata ta hai allah bhi hindustan ke saath hai,",0,,,,,,,
Congratulations Sir🌷🌷,0,,,,,,,
Hello sir,1,,,,,,,
Sir app jysa kabi koi reporter nahi ho skta,0,,,,,,,
M ur big fan sir,0,,,,,,,
Make video on nittu dabodiya,1,,,,,,,
Gilani ka relation ka khuch samagh nahi aaya,0,,,,,,,
Congratulations for award,1,,,,,,,
Sir kargil wariior  capt. Manoj pandey ki story batao,0,,,,,,,
"Sir jo award mila h na wo gand me dal lo sir kyunki jis trah se aap bta bhut chutia lg rha h,9 log shahid hue the crpf ne apne bnde balidan kr parliament ki raksha ki thi aur aap se dhang se btaya bhi nhi ja rha",0,,,,,,,
Belated congratulations sir you deserved it 🎉🎉🎉,0,,,,,,,
Thank god in atnkwadiwo  ka mission  humare jbaj jwano ke birta ke karn success nhi huaa. Jai hind,0,,,,,,,
Sir ek web series aayi h - special ops usme kitni sachchai h kya sach me koi ek aur terrorist tha jo bach k nikal gya tha?,1,,,,,,,
Very good Job SHAMS  sir.  Apki  sari videos.,1,,,,,,,
Matlab hum sab chutiye hai.,1,,,,,,,
Musaad ko bula do hoga,1,,,,,,,
19 साल बाद भी मसूद अजहर घुम रहा है 🤨,1,,,,,,,
ye 41.52 to 53 kw beech... geyffff kya bola😁😂,0,,,,,,,
ye mail chak krte time kya bola aapne.. gyefffffff:😂😂😂,1,,,,,,,
They usually try to kill the innocents..this time they choose a reasonable target..!!,0,,,,,,,
Super operation,0,,,,,,,
Sir Proffesor  AR Geelani kese unke cntct me aye??,1,,,,,,,
पार्लियामेंट का मैप सालो के पास नहीं था क्या ???,1,,,,,,,
Ap ka bat Karna good lagta ha,0,,,,,,,
Bhot ache ho ap,1,,,,,,,
Nice,0,,,,,,,
I must say ur true Indian not Hindu nor Muslim 🙏🙏🙏,1,,,,,,,
Gaazi Baba ki story hai tho sunaseye pls,0,,,,,,,
Award mubarak ho sar,1,,,,,,,
Shams tahir khan congratulation ... Crime tak apki wajah s itna popular hua h.,0,,,,,,,
Congratulation sir ...,0,,,,,,,
"BAHUT NZA AA RAHA HAI, GUD STORY",0,,,,,,,
तारीफ के लायक बनाओ इन्वेस्टिगेशन तो तारीफ जरूर करेंगे,0,,,,,,,
तारिक़ पैसे वापस गाज़ी बाबा को क्यों पैसे देता अगर अटैक उंसने करवाया? बल्कि गाज़ी  5 के परिवार को देता।,0,,,,,,,
क्या तारिक़ को अबतक नहीं पकड़ा गया?,0,,,,,,,
इंटरव्यू किया या करवाया गया? सब को छोड़ आपको क्यों दिया?,0,,,,,,,
"अफ़ज़ल गुरु के इंटरव्यू से लगता नहीं कि वो सही बोल रहा है, या तो दबाव में था या बेवकूफ बना रहा था।",1,,,,,,,
फुस्स,0,,,,,,,
"मज़ा नहीं आया।
आप सही प्रश्न बनाते थे क्या स्टोरी कवर करते समय?",1,,,,,,,
एक भी काम की बात नहीं बताई न यह ही कहा कि यह पता नहीं चल सकी या बताई नहीं गयी।,1,,,,,,,
समझ नहीं आयी बात कि इन 5 को पैसे किसने दिए जो कश्मीर पहुंचाए गए? पाकिस्तान से साथ लाये थे या कहीं और से लिये? पैसे इन 5 ने क्यों पहुंचाए किसी और से भी दिलवाए जा सकते थे। क्या इन्हें ट्रेस किया गया?,1,,,,,,,
"राजा 
राणा क्या असली नाम थे? ऐसे ही नाम प्लेन किडनैप करने वालों के थे",0,,,,,,,
क्या वास्तव में कोई लेपटॉप देना था कश्मीर में?,0,,,,,,,
"दविन्दर सिंह
पुलवामा
विजय गोयल
तारिक़
कोई कनेक्शन?",1,,,,,,,
"30 किलो आरडीएक्स कहां डिफ्यूज किया गया?
आराम से स्टिकर कहां से मिला ?
ये तो स्टोरी का अहम हिस्सा था, इस पर कुछ क्यों नहीं?",0,,,,,,,
"अब दविन्दर सिंह की गिरफ्तारी की रोशनी में एक बार कहानी फिर से शुरू करने की जरूरत है, ऑब्जेक्टिवेली, जिसमे कही सुनी न होकर सारी संभावनाओं पर विचार हो।",1,,,,,,,
स्टोरी को ऑब्जेक्टिवेली सुनाने के लिए प्रयास करना चाहिए।,1,,,,,,,
रिपीट कम किया करें।,1,,,,,,,
निरर्थक चीजों पर ज़्यादा समय न दिया करें।,0,,,,,,,
wissh u sir,0,,,,,,,
Gd to see u,0,,,,,,,
Sir kabhi dhanbad k bishay me v kuch bataye ga niwedan hai aap se,0,,,,,,,
"Tumhe indian award hi mil sakta hai ... Kyunki tum godi media ho ... Ndtv ko dekho best story in Asia award lekar aaya hai nd last year ravish kumar bhi best in Asia laya tha ... 
Any way you doing well job",0,,,,,,,
Congratulations for your award,1,,,,,,,
Congratulations sir aapko,1,,,,,,,
वो एंबेसडर की तार क्यों न tutati क्योंकि जाके रखो सैंया मार सके न कोई हमारे देश के सांसद को अल्लाह हिफाजत कर रहा है जय हिंद जय भारत,0,,,,,,,
Afzal Humm Sharminda hai.....tere cahnee wale abhe bhi kuch is desh me zinda hai...,0,,,,,,,
Afzal guru ke sath naainsafi hua ha... wo surwad se terrrorist nhi tha bilkul usko fasi dena ek anyay ha,0,,,,,,,
Mujhe ek baat bahut Achcha lagta hai Hamare Desh Mein Jo date par incident Hota Hai Usi date par aap story Sunate Hain,1,,,,,,,
सर आप कैसे आज तक  मे काम करते हो।। आजतक को लोग  बिका हुवा न्युज चॅनल कहते हे। बस बी जे पी की गुलामी करती हे आजतक। बस आप की वाजहसे हमे ये आजतक देखणा पडता हे वरणा कब का अनसबसकराईझ  किया होता।,1,,,,,,,
Thank you sir,0,,,,,,,
Congrat's sir💐,0,,,,,,,
मोदी जी ने आतंकवाद उखाड़ फेक दिया,0,,,,,,,
Hii sir good job,1,,,,,,,
"हर‌ लुटेरों द्वारा लूटा गया लोटा है 
 हां ये संसद तवायफ का कोठा है 
           कवि निलेश",0,,,,,,,
Main aapki story Roj download karke dekhta hun,0,,,,,,,
मुझे आपकी र-टाटरी बहुत अच्छी लगती हैं me Gwaliar se hu,1,,,,,,,
13 the Friday is a black day,0,,,,,,,
Congrate sir,0,,,,,,,
Owsm sir ji,1,,,,,,,
Ek baat smjh nhi ayi...gilani...pe koi case nhi chla kyuki usey pta nhi attack ke baare mai....to ataankwaadiyo ne usey phone krke loksabha mai kya chlra kyun pucha.....????,0,,,,,,,
App  ne  ye  nahi  bataya  kitane  aam  public  kitana  mari,1,,,,,,,
Apki crime report bahut achhi lagti hai,1,,,,,,,
Sir you are graet,0,,,,,,,
"Sir, uss samay aapki age kitni thi. Please reply me sir",1,,,,,,,
"congrats 👏 sir
huge respect🙏",0,,,,,,,
You are mentioning Masood Azhar as Molana. Do you consider him as Molana saab?,0,,,,,,,
Congratulations,1,,,,,,,
Aise terriost attack ka karan kya hai.aur kaise eska antim kiya ja sakta hai,1,,,,,,,
Pulwama attack per bhi video banaiye,1,,,,,,,
Sare atankbadi case m.. Apko sare momden logo ka name laine m sharm aati hogi,1,,,,,,,
Badhiya hai maja a raha hai aapko usse poochho sadak pe khada use din ke bad Aaj Tak Tum program bnao Aaj Tak kal tak episode next after Aaj Tak fir bhi vah khada hai Abhi Tak sadak per Army Jawan Desh ke Kisan ka beta,0,,,,,,,
Sahi estamal kroo,0,,,,,,,
Gilani ko v faansi milni chahiye thi. Jab usko kuchh nhi pta tha toh loksabha ka details lene ke liye koi terarist call kaise kr sakta hai.,1,,,,,,,
I am a huge fan of you sams sir,1,,,,,,,
Congratulation,1,,,,,,,
Black commando k nigrani me hona chahiye parliament..aur Allah ka shukar hai k atankwadi ko gate nhi mila tha,1,,,,,,,
Congratulations paji,1,,,,,,,
"Iss  Parliament  Attack  me   sari  gandgi  saff  ho  jani  c  oss  din 
But  so  said 
Antki  Parliament me  andr  ni  ja  Ske .",0,,,,,,,
Kash iss world main j bamb goli bandook naam ki koi cheej na hoti . Please shanti lao insaano kio j sab ho raha hai kio dard dyte ho aur lyte ho . Apne maa- baap dy pyaar karo zindgi jio yaar mazze se Laddho mat,1,,,,,,,
"अगर भारत सरकार जड़ ही काट देगी, तो पत्ते कहा से आएंगे, अगर मसूद अजहर और दाऊद इब्राहिम को मार दिया जाए तो.......",0,,,,,,,
Congrates.,0,,,,,,,
aap he sar,0,,,,,,,
Aapko bahut bahut Abhinandan,1,,,,,,,
us laptop ke baare me v kuch batate na,1,,,,,,,
I daily seen your story thank sir,1,,,,,,,
14 अगस्त 1946 बंगाल के बारे मे भी बताईये ..???,0,,,,,,,
"Parliament...


Is...",0,,,,,,,
I love u the way u say the stories,0,,,,,,,
Aap bol rahe teeno ke no uske mobile me the fir kaun sa link chahiye tha teeno ko faansi honi chahiye thi modi ji hote to aisa nhi hota,0,,,,,,,
"कमाल है, सफ़ेद एंबेसडर बीजेपी कार्यकर्ता की थी ये इत्तेफक़ आपने बाकायदा नाम लेकर बताई और ये नहीं बताया कि अफजल गुरू की फांसी रुकवाने के लिए कौन कौन आगे आये थे। वाकई कमाल है।",1,,,,,,,
Congratulations sir you are best aapki aawaj jaisi kisi ki nhi,0,,,,,,,
Fir COMMUNIST WALE AFZAL k liye JUDICIAL KILLING q bolte hai??,0,,,,,,,
Apki heartbeat bhi sunai dy rhi hai mike me,0,,,,,,,
Sir jb atnkwadi k pas se unka no.mila e professor k lie kafi nhi th jo unko chhor dia gya,0,,,,,,,
इन सभी आतंक वादी को फासी तुरंत होनी चाहिए थी ।। हिंदुस्तान में रहने वाले कभी कोई ऐसी  गलती ना हो आगे,0,,,,,,,
Sir chandra swami ki khani sunya,0,,,,,,,
Kase journalist bone?,1,,,,,,,
All stories r knowledgeable.,1,,,,,,,
You deserve it for this award you are the Diamond of Indian media,0,,,,,,,
*मित्रों कोन कोन सोचता है! कि अगर ? आतंकवादी संसद भवन के अंदर घुस जाते तो अच्छा होता आप अपने विचार like या unlike में दीजिए! धन्यवाद*,0,,,,,,,
Mehnat rangg latti hai hai ..... congratulation sir  *but 9 month derri se bdayi de rha hu kyoki jankari hi aaj huy hai aapke aaward ki*,0,,,,,,,
Sahi pakate ho sir aap,1,,,,,,,
"Khuh khaa chu cha , dhekaar ukaar  kam lijiye",0,,,,,,,
Thoda fast boliye sir,0,,,,,,,
"Congress ke time ki story, 6 saal ho gye karr ke dikhao",1,,,,,,,
I saw this action live with Deepak Chaurasia on that day. Luckily or unluckily I was watching probably Zee TV news channel.,0,,,,,,,
Aapki story sune neend nahi aati...Good job sir keep it on,1,,,,,,,
Aapne interview chhupa k galti ki,0,,,,,,,
sabhi dogle neta mar jate To nai pidi parlament me hoti shayad desh aaj tarakki kr leta,1,,,,,,,
USA ya Russian special forces easyly tackle karlenge is tarah ki situation Ko Lekin indian force us tarah nehi lagte he jis tarah o Sab hotehe,1,,,,,,,
Congratulations...,0,,,,,,,
"Congratulations sir award ke lie. Khair me bhot time bad aapko congrats kar rha hu, but me pichle mahine se hi aapki khaniya dekhna start kri he. To ye khani me aaj dekh rha tha, to esliye congrats kar rha hu. Aapki sari khaniya dekh rha hu jab bhi mujhe time mil rha he.",0,,,,,,,
Philippines is the best country.i m an Indian..but I love pinas,0,,,,,,,
India bda fudu desh Aa,0,,,,,,,
Tu vi paise krke show or reha.,0,,,,,,,
Thugs of Hindustan ki Kahani sunaiye,0,,,,,,,
"Shams Sir you looks like Dr.  Bhimrao Ambedker in Cover Pic ....😉
But looking handsome..👌",1,,,,,,,
Congratulations sir ji,1,,,,,,,
"Acp  rajveer ki  story
Jo delhi  police 
Me encontuar spasl the",0,,,,,,,
Congratulations Sir,0,,,,,,,
"Are yaar kitna khaanste ho har video me. Apna ilaaz karwaao khaansi ka pehle fir baad me video banana.
Baar baar khaanste ho har video me har thodi der me to kaan me dard ho jata hai or saara attention chala jaata hai. Video ka content to achchha hota hai but saara interest khaansi ki wajah se chala jaata hai.",1,,,,,,,
The show is ok but you need to work on your presentation skills and specifically grunt and cough away from the mike. It’s disturbing and quite annoying,1,,,,,,,
madarchod muslimoko kabhibi vharosa mat karna.madarchod gilani kahna geya salleko dhundko maroo..,0,,,,,,,
Last me original footage bhi dikha sakho.....thanks just a suggestion,0,,,,,,,
Masood azhar ko. Mullana mat bolo sir....,1,,,,,,,
सर मेरा एक सवाल है ये हिन्दू मुस्लिम कब बंद होगा देश मे,1,,,,,,,
Sam's Apka koi jwab nai hai,0,,,,,,,
Congrats 😁,0,,,,,,,
"आतंकी हमलो में बहुत सारे निर्दोष मारे जाते है.हमारे लिडर्स इन बातोंको गंभीरतासे नहीं लेते थे.पार्लिमेंटमें सिर्फ हंगामा करना,काम रुकवाना,एकदुसरेकी टांग खिंचना,यही चिल्लमचिली चलती है....
अच्छा होता अगर उस दिन ९ सुरक्षा कर्मियों की जगह ९ खासदार मारे जाते.",1,,,,,,,
sabke sab jaise ghar pe baith ke bole jaarahe hai ki sir ye vaali kahani nai sir ye vaali kahani....sabko kahani sunne bada maza aara hai ha...waise mujhe bhi..very good work  shams,0,,,,,,,
Bravo shams ji,1,,,,,,,
i m your big fan now days...,1,,,,,,,
Manya Surve ki kahani batao,1,,,,,,,
Akshar Dham Cover karo,0,,,,,,,
Rajesh khanna ke bare mai kuch batao,1,,,,,,,
"Firoz Dabangg 
I love you sir",1,,,,,,,
Perofsar gilni kses bari hoeya,0,,,,,,,
Kassh un police officer aur jabno ki jaga kush mantri he mar jande,0,,,,,,,
Nice video,0,,,,,,,
I don't understand that why some so called intellectual were against the death penalty of Afjal guru,0,,,,,,,
Congratulate sir for winning a award for sehami galiyan,0,,,,,,,
Prf. Gilani ko  kaise chor dia gaya,0,,,,,,,
"Sir Congo 👍 big fan of yours , love from indore ♥️❤️♥️",1,,,,,,,
D.k Rao story,1,,,,,,,
Vardharajan story,1,,,,,,,
aaj tak channel me,1,,,,,,,
Sir me bhi join kerna chata hu,1,,,,,,,
Sukha jinda ke fase ke story,0,,,,,,,
Aapko Mila award khushi mujhe ho rhi h,0,,,,,,,
Ur great sir...u have struggle a lot for your passion..I love you sir,1,,,,,,,
"Please tell us mumbai 2006 train blast case
Harshad mehta case
And ADNAAN 
(MALAD MUMBAI ) (2007 CASE)",1,,,,,,,
Sir afjal guru ki fansi ka virodh JNU  mein kiyo hua is par kuch batayaga,0,,,,,,,
Badhayi ho sir Jio love you sir,0,,,,,,,
Terrorist are attacking our country from so many years and only now in the leadership of the best PM ever India started fighting back. Jai Hind,0,,,,,,,
I like you voice sir.. & I used to listen your story when I travel for my office. Congrats for the award,0,,,,,,,
pakistani logo ko india me nahi aane dena unmese koi terrorist rehta hai  koi pak bande youtube channel chalate kehtae hum india iss jagah gaye the  jo india middle me  ye log fir terrorst ko support krte,0,,,,,,,
Aaj tak News Chanel me apka crime tak show kitne baje ata hai bhai,0,,,,,,,
Kutte Gilani ko kyo chhod diya? Court ko sochna chahiye,0,,,,,,,
Bahut badhai👍,1,,,,,,,
Shamz bhai ji yeh guru pir paegambar ka desh hai ispe khuda ke rehmat hamesha bani rehti hai ji,1,,,,,,,
Last mein question puchhta hai aapse.uski awaj tej honi chahiye,1,,,,,,,
Congratulations sir g,0,,,,,,,
Bhadhai ho sir,0,,,,,,,
"Dimpi ahuja
Sarabjeet p story...",0,,,,,,,
"Congratulations 
For   Winning award ,
You and your team 
Crime तक",1,,,,,,,
Sir aap kitna pause lete ho,1,,,,,,,
Mubarka Ji,1,,,,,,,
Micheal jackson death mystery,1,,,,,,,
"RSS BUILDING ATTACK AT NAGPUR,  PLS SHOW STORY",1,,,,,,,
Congratulations.,0,,,,,,,
Congratulations to crime tak team....👏👏,0,,,,,,,
Congratulation sir for award...,1,,,,,,,
Sir apki mail id send kre pls,1,,,,,,,
sar aaphi nai interview liya tha afjal guru ka,0,,,,,,,
I ask you 1 question sir Kulbushan yadhav Pakistan se kaise kin haalat mai pakde gay,0,,,,,,,
God bless you,0,,,,,,,
First you join throat cleaning program man...You are speaking as if you are coughing... It's so irritating!!!,0,,,,,,,
बधाई हो,0,,,,,,,
करपात्रीजी जी महाराज के संघर्ष की कहानी बताएं। 1966 में जिसमे साधु संतों पर गोली चलाई गई थी।,0,,,,,,,
"Kitna achcha hota agar kuch kutte neta us din uda diye gaye hote.
Disgusting judges who released deshdrohi gilani bhadwa n that bitch.",0,,,,,,,
You are the best news man in the world  yessssssss,0,,,,,,,
saare video bhadiya hai,0,,,,,,,
Belated............... Congratulations!,1,,,,,,,
"Kyaa court or kyaa kanoon he...
Prof ko q chhoda...
Chutiya Constitution",1,,,,,,,
Sir lal bhadur shastri ki death ke bare me bto story,0,,,,,,,
Kashmiri Pandit ke bareme story's,1,,,,,,,
आप को कैसे मौका मिला अफजल गुरु का interview लेने जबकि उस समय वह मुलाजिम था ।,0,,,,,,,
हर आंतकवादी मुस्लिम है ।,0,,,,,,,
Sir apne khud bola aapne kaafi signals tode nd ek jagah story m apne kaha tha apne koi crime nhi kya..........  He he just joking sir sabse hota h ye crime luv u nd luv crime tak,0,,,,,,,
Bharat mata ki jai ...parnaam un police or army ko jo simple weapon ke sath automatically weapon walo ke sath apne hosle se lade ..jai jwan jai kissan,1,,,,,,,
You are honest Parisian,0,,,,,,,
Sams sir I love you,1,,,,,,,
Congratulations,0,,,,,,,
India m rehkar india se hi gaddari.,0,,,,,,,
Hmesha maafi hi mangte ho toh time pr hi aa jaaya kro,1,,,,,,,
Apne filmo mein toh bohot bonkte ho ke ghar mein guss kar marenge agar tum indian mein thori si bhi himmat ya ghairat hain toh aow na ghar mein ghusso or dawood abrahim or hafiz saeed ko le jao. Bas sirf apne filmo mein kutte ki tarah bonkte rahte ho or kuch bhi nhi kr skte hahahha,1,,,,,,,
Where is silver play button ??,1,,,,,,,
Congrats sir,1,,,,,,,
Throat ka ilaaz karwa lo,1,,,,,,,
Mj ki death k bare m bato,1,,,,,,,
Sir k m nanavata case,1,,,,,,,
Unki maut ki mystery,0,,,,,,,
Sir please Michael Jackson ki kahani bataiye,0,,,,,,,
prof ka kiq role tha,0,,,,,,,
"Ap ka Story sunane ka tarika bahot hi sundar hai.

Khwahish hai ki kabhi live ap ke sath baith k Sununga.",0,,,,,,,
